Source	Target
SPI1	LINC02226
SPI1	MIR4458
SPI1	LINC02199
SPI1	MIR4636
SPI1	SEMA5A-AS1
SPI1	SNORD123
SPI1	TAS2R1
SPI1	LINC02221
SPI1	LINC02112
SPI1	CMBL
SPI1	MARCHF6
SPI1	MIR10397
SPI1	ROPN1L-AS1
SPI1	ROPN1L
SPI1	MIR6131
SPI1	LINC02212
SPI1	LINC02213
SPI1	ANKRD33B
SPI1	CTNND2
SPI1	LINC01194
SPI1	LINC02220
SPI1	DNAH5
SPI1	SNORD170
SPI1	SNORD141A
SPI1	OTULIN-DT
SPI1	LOC100130744
SPI1	MIR4637
SPI1	LINC02149
SPI1	FBXL7
SPI1	CTD-2350J17.1
SPI1	MIR887
SPI1	MARCHF11
SPI1	LINC02150
SPI1	RETREG1
SPI1	RETREG1-AS1
SPI1	MIR10522
SPI1	BASP1-AS1
SPI1	LINC02111
SPI1	LINC02217
SPI1	LINC02218
SPI1	H3Y2
SPI1	H3Y1
SPI1	LINC02223
SPI1	CDH18
SPI1	CDH18-AS1
SPI1	LINC02241
SPI1	LINC02146
SPI1	GUSBP1
SPI1	CDH12
SPI1	PMCHL1
SPI1	PRDM9
SPI1	LINC02899
SPI1	CDH10
SPI1	LINC02239
SPI1	LINC02228
SPI1	LINC02211
SPI1	CDH9
SPI1	PURPL
SPI1	LINC02103
SPI1	LSP1P3
SPI1	LOC101929645
SPI1	LINC02109
SPI1	LINC02064
SPI1	LOC105374704
SPI1	CDH6
SPI1	PDZD2
SPI1	MIR4279
SPI1	MIR579
SPI1	NPR3
SPI1	LINC02120
SPI1	LINC02160
SPI1	TARS1
SPI1	ADAMTS12
SPI1	SLC45A2
SPI1	AMACR
SPI1	C1QTNF3
SPI1	C1QTNF3-AMACR
SPI1	LOC646652
SPI1	RAI14
SPI1	TTC23L
SPI1	AGXT2
SPI1	SPEF2
SPI1	IL7R
SPI1	CAPSL
SPI1	CAPSL-DT
SPI1	UGT3A1
SPI1	UGT3A2
SPI1	MIR580
SPI1	RANBP3L
SPI1	CPLANE1-AS1
SPI1	GDNF
SPI1	GDNF-AS1
SPI1	LINC02110
SPI1	LINC02107
SPI1	LINC02119
SPI1	EGFLAM
SPI1	EGFLAM-AS4
SPI1	EGFLAM-AS2
SPI1	LIFR
SPI1	LINC01265
SPI1	OSMR-DT
SPI1	OSMR
SPI1	LINC02104
SPI1	LINC00603
SPI1	C7
SPI1	MROH2B
SPI1	C6
SPI1	PLCXD3
SPI1	OXCT1-AS1
SPI1	RIMOC1
SPI1	LINC02996
SPI1	GHR
SPI1	FLJ32255
SPI1	ANXA2R-OT1
SPI1	ANXA2R
SPI1	ANXA2R-AS1
SPI1	LOC100132356
SPI1	NIM1K
SPI1	CCL28
SPI1	C5orf34
SPI1	FGF10-AS1
SPI1	FGF10
SPI1	LINC02224
SPI1	MRPS30-DT
SPI1	HCN1
SPI1	LINC02106
SPI1	ISL1-DT
SPI1	ISL1
SPI1	LINC02118
SPI1	ITGA1
SPI1	PELO
SPI1	ITGA2
SPI1	MOCS2-DT
SPI1	FST
SPI1	LINC02105
SPI1	MIR581
SPI1	LINC01033
SPI1	HSPB3
SPI1	LINC02998
SPI1	ESM1
SPI1	LOC102467081
SPI1	GZMK
SPI1	GZMA
SPI1	GPX8
SPI1	MIR449C
SPI1	CDC20B
SPI1	MCIDAS
SPI1	CCNO
SPI1	MIR5687
SPI1	RNF138P1
SPI1	DDX4
SPI1	IL31RA
SPI1	IL6ST-DT
SPI1	ANKRD55
SPI1	LINC01948
SPI1	C5orf67
SPI1	LOC105378979
SPI1	SETD9
SPI1	ACTBL2
SPI1	LNCBRM
SPI1	LOC101928505
SPI1	LINC02225
SPI1	LINC02101
SPI1	PLK2
SPI1	MIR548AE2
SPI1	LINC02108
SPI1	RAB3C
SPI1	MIR582
SPI1	PART1
SPI1	DEPDC1B
SPI1	ELOVL7
SPI1	LINC02057
SPI1	C5orf64
SPI1	LOC101928651
SPI1	C5orf64-AS1
SPI1	IPO11-LRRC70
SPI1	LRRC70
SPI1	HTR1A
SPI1	RNF180
SPI1	RGS7BP
SPI1	SHISAL2B
SPI1	SHLD3
SPI1	LOC100303749
SPI1	LINC02065
SPI1	LINC02229
SPI1	MAST4
SPI1	MAST4-AS1
SPI1	LINC02242
SPI1	LINC02997
SPI1	LINC02219
SPI1	LINC02198
SPI1	SNORA50D
SPI1	CCNB1
SPI1	CENPH
SPI1	MARVELD2
SPI1	LOC101928924
SPI1	OCLN
SPI1	SNORD13B-1
SPI1	SNORD13B-2
SPI1	GTF2H2B
SPI1	LOC101929599
SPI1	GUSBP3
SPI1	LINC02197
SPI1	GUSBP16
SPI1	GUSBP14
SPI1	SERF1A
SPI1	SERF1B
SPI1	SMN1
SPI1	SMN2
SPI1	LOC441081
SPI1	GUSBP17
SPI1	GUSBP15
SPI1	OCLNP1
SPI1	PMCHL2
SPI1	CARTPT
SPI1	MAP1B
SPI1	MIR4803
SPI1	LOC102503427
SPI1	MIR4804
SPI1	TMEM171
SPI1	LOC105379030
SPI1	TMEM174
SPI1	LOC340090
SPI1	LINC02230
SPI1	FOXD1
SPI1	UTP15
SPI1	ARHGEF28
SPI1	LINC01335
SPI1	LINC01333
SPI1	LINC01331
SPI1	FAM169A-AS1
SPI1	FAM169A
SPI1	GCNT4
SPI1	ANKRD31
SPI1	ANKDD1B
SPI1	LOC441087
SPI1	SV2C
SPI1	LOC101929109
SPI1	F2RL2
SPI1	NCRUPAR
SPI1	F2R
SPI1	F2RL1
SPI1	S100Z
SPI1	SNORA47
SPI1	PDE8B
SPI1	OTP
SPI1	LOC101929154
SPI1	SCAMP1-AS1
SPI1	DMGDH
SPI1	BHMT2
SPI1	BHMT
SPI1	HOMER1
SPI1	CMYA5
SPI1	LINC01455
SPI1	THBS4
SPI1	THBS4-AS1
SPI1	LOC644936
SPI1	SPZ1
SPI1	CRSP8P
SPI1	ANKRD34B
SPI1	LINC01337
SPI1	MTRNR2L2
SPI1	RASGRF2
SPI1	RASGRF2-AS1
SPI1	CKMT2
SPI1	ACOT12
SPI1	ATP6AP1L
SPI1	MIR3977
SPI1	LINC01338
SPI1	SCARNA18
SPI1	VCAN
SPI1	VCAN-AS1
SPI1	HAPLN1
SPI1	EDIL3
SPI1	NBPF22P
SPI1	SNORD138
SPI1	LINC02059
SPI1	MIR4280
SPI1	LOC101929380
SPI1	LINC01949
SPI1	LOC644285
SPI1	LINC02488
SPI1	TMEM161B-DT
SPI1	MIR9-2
SPI1	MIR9-2HG
SPI1	MIR3660
SPI1	LINC01339
SPI1	LOC731157
SPI1	POLR3G
SPI1	ADGRV1
SPI1	NR2F1-AS1
SPI1	NR2F1
SPI1	MIR2277
SPI1	ARB2A
SPI1	FAM81B
SPI1	SKIC3
SPI1	ARSK
SPI1	GPR150
SPI1	RFESD
SPI1	SPATA9
SPI1	LOC102724720
SPI1	LINC01554
SPI1	LOC101929710
SPI1	MIR583
SPI1	PCSK1
SPI1	LIX1
SPI1	LINC01340
SPI1	LINC02234
SPI1	LINC01846
SPI1	RGMB
SPI1	RGMB-AS1
SPI1	CHD1-DT
SPI1	LOC100289230
SPI1	LINC02113
SPI1	GUSBP19
SPI1	MIR548P
SPI1	SLCO4C1
SPI1	SLCO6A1
SPI1	LINC00492
SPI1	LINC00491
SPI1	MACIR
SPI1	LINC02115
SPI1	RAB9BP1
SPI1	LINC01950
SPI1	EFNA5
SPI1	LINC01023
SPI1	LOC285638
SPI1	LINC01848
SPI1	TMEM232
SPI1	TSLP
SPI1	CAMK4
SPI1	STARD4-AS1
SPI1	NREP-AS1
SPI1	EPB41L4A-AS1
SPI1	SNORA13
SPI1	LOC101927023
SPI1	EPB41L4A
SPI1	EPB41L4A-DT
SPI1	LINC02200
SPI1	LOC102467216
SPI1	TSSK1B
SPI1	KCNN2
SPI1	LINC01957
SPI1	LOC101927078
SPI1	TICAM2-AS1
SPI1	TMED7-TICAM2
SPI1	LOC102467217
SPI1	CDO1
SPI1	LINCADL
SPI1	ARL14EPL
SPI1	MIR12130
SPI1	LOC101927190
SPI1	SEMA6A-AS2
SPI1	LINC02214
SPI1	LINC00992
SPI1	LINC02147
SPI1	LINC02148
SPI1	LINC02208
SPI1	LINC02215
SPI1	DMXL1-DT
SPI1	MIR5706
SPI1	FAM170A
SPI1	PRR16
SPI1	LOC102467226
SPI1	FTMT
SPI1	LOX
SPI1	ZNF474
SPI1	ZNF475
SPI1	SNCAIP
SPI1	MGC32805
SPI1	LOC101927357
SPI1	PRDM6
SPI1	PRDM6-AS1
SPI1	LINC01170
SPI1	ZNF608
SPI1	LOC101927421
SPI1	LINC02240
SPI1	LINC02039
SPI1	LOC101927488
SPI1	GRAMD2B
SPI1	SPMIP10
SPI1	LMNB1-DT
SPI1	MARCHF3
SPI1	C5orf63
SPI1	MEGF10
SPI1	CTXN3
SPI1	CCDC192
SPI1	SLC12A2-DT
SPI1	SLC27A6
SPI1	ISOC1
SPI1	MIR4633
SPI1	MIR4460
SPI1	ADAMTS19-AS1
SPI1	MINAR2
SPI1	ACSL6
SPI1	IL3
SPI1	CSF2
SPI1	P4HA2-AS1
SPI1	MIR6830
SPI1	PDLIM4
SPI1	SLC22A4
SPI1	MIR3936
SPI1	MIR3936HG
SPI1	IRF1-AS1
SPI1	IL5
SPI1	TH2LCRR
SPI1	IL13
SPI1	LOC105379176
SPI1	SOWAHA
SPI1	SHROOM1
SPI1	GDF9
SPI1	LEAP2
SPI1	MIR1289-2
SPI1	FSTL4
SPI1	WSPAR
SPI1	LOC105379183
SPI1	TCF7
SPI1	CDKN2AIPNL
SPI1	LINC02999
SPI1	LINC01843
SPI1	CATSPER3
SPI1	PITX1-AS1
SPI1	EPIST
SPI1	LINC02900
SPI1	MACROH2A1
SPI1	DCANP1
SPI1	TIFAB
SPI1	NEUROG1
SPI1	CXCL14
SPI1	SLC25A48
SPI1	SLC25A48-AS1
SPI1	MIR5692C1
SPI1	LOC107986453
SPI1	IL9
SPI1	FBXL21P
SPI1	LECT2
SPI1	VTRNA2-1
SPI1	SMAD5-AS1
SPI1	SMIM32
SPI1	TRPC7
SPI1	LOC105379192
SPI1	SPOCK1
SPI1	MIR874
SPI1	KLHL3
SPI1	NPY6R
SPI1	MYOT
SPI1	FAM13B-AS1
SPI1	WNT8A
SPI1	NME5
SPI1	KIF20A
SPI1	GFRA3
SPI1	CDC25C
SPI1	LOC100128966
SPI1	REEP2
SPI1	EGR1
SPI1	SNORD63B
SPI1	CTNNA1-AS1
SPI1	MATR3
SPI1	SLC23A1
SPI1	MZB1
SPI1	PROB1
SPI1	SPATA24
SPI1	DNAJC18
SPI1	ECSCR
SPI1	SMIM33
SPI1	STING1
SPI1	CXXC5-AS1
SPI1	PSD2-AS1
SPI1	PSD2
SPI1	NRG2
SPI1	MALINC1
SPI1	IGIP
SPI1	LOC101929719
SPI1	HBEGF
SPI1	SLC4A9
SPI1	EIF4EBP3
SPI1	TMCO6
SPI1	MIR3655
SPI1	DND1
SPI1	HARS1
SPI1	VTRNA1-1
SPI1	VTRNA1-2
SPI1	VTRNA1-3
SPI1	PCDHA1
SPI1	PCDHA2
SPI1	PCDHA6
SPI1	PCDHA8
SPI1	PCDHA13
SPI1	PCDHAC2
SPI1	PCDHB2
SPI1	PCDHB4
SPI1	PCDHB9
SPI1	SLC25A2
SPI1	PCDHGA4
SPI1	PCDHGB2
SPI1	PCDHGB5
SPI1	PCDHGB7
SPI1	PCDHGA11
SPI1	PCDHGA12
SPI1	PCDHGC3
SPI1	PCDHGC5
SPI1	DIAPH1-AS1
SPI1	RELL2
SPI1	FCHSD1
SPI1	ARAP3
SPI1	PCDH1
SPI1	LOC729080
SPI1	PCDH12
SPI1	SPRY4-IT1
SPI1	SPRY4
SPI1	SPRY4-AS1
SPI1	FGF1
SPI1	LINC01844
SPI1	ARHGAP26-IT1
SPI1	MIR5197
SPI1	HMHB1
SPI1	KCTD16
SPI1	GRXCR2
SPI1	SH3RF2
SPI1	PLAC8L1
SPI1	LARS1
SPI1	POU4F3
SPI1	GPR151
SPI1	PPP2R2B
SPI1	PPP2R2B-IT1
SPI1	STK32A-AS1
SPI1	STK32A
SPI1	DPYSL3
SPI1	SPINK1
SPI1	SCGB3A2
SPI1	C5orf46
SPI1	SPINK5
SPI1	SPINK14
SPI1	SPINK6
SPI1	MARCOL
SPI1	SPINK13
SPI1	SPINK7
SPI1	SPINK9
SPI1	FBXO38-DT
SPI1	HTR4
SPI1	ADRB2
SPI1	MIR584
SPI1	SH3TC2-DT
SPI1	AFAP1L1
SPI1	GRPEL2
SPI1	GRPEL2-AS1
SPI1	PCYOX1L
SPI1	IL17B
SPI1	CARMN
SPI1	MIR143
SPI1	MIR145
SPI1	ARHGEF37
SPI1	MIR378A
SPI1	MFFP2
SPI1	PDE6A
SPI1	TIGD6
SPI1	PDGFRB
SPI1	CDX1
SPI1	SLC6A7
SPI1	CAMK2A
SPI1	ARSI
SPI1	NDST1-AS1
SPI1	SYNPO
SPI1	MYOZ3
SPI1	IRGM
SPI1	ZNF300
SPI1	ZNF300P1
SPI1	GPX3
SPI1	LOC105378230
SPI1	SLC36A3
SPI1	SLC36A2
SPI1	MIR6499
SPI1	FAT2
SPI1	CLMAT3
SPI1	LOC100652758
SPI1	GLRA1
SPI1	LINC01933
SPI1	NMUR2
SPI1	LINC01470
SPI1	GRIA1
SPI1	LINC01861
SPI1	MIR1294
SPI1	HAND1
SPI1	MIR3141
SPI1	MIR1303
SPI1	MIR378H
SPI1	KIF4B
SPI1	SGCD
SPI1	PPP1R2B
SPI1	TIMD4
SPI1	HAVCR1
SPI1	ITK
SPI1	FNDC9
SPI1	NIPAL4
SPI1	ADAM19
SPI1	SOX30
SPI1	C5orf52
SPI1	THG1L
SPI1	LSM11
SPI1	LINC02227
SPI1	EBF1
SPI1	LINC02202
SPI1	LINC01932
SPI1	IL12B
SPI1	LOC285626
SPI1	LINC01845
SPI1	LINC01847
SPI1	ADRA1B
SPI1	FABP6
SPI1	CCNJL
SPI1	C1QTNF2
SPI1	FAM200C
SPI1	PTTG1
SPI1	MIR3142
SPI1	MIR146A
SPI1	ATP10B
SPI1	LINC02159
SPI1	GABRB2
SPI1	GABRA6
SPI1	GABRA1
SPI1	LINC01202
SPI1	GABRG2
SPI1	LINC02143
SPI1	LOC102546299
SPI1	LINC01947
SPI1	TENM2
SPI1	LOC101927908
SPI1	MIR12125
SPI1	TENM2-AS1
SPI1	WWC1
SPI1	RARS1
SPI1	FBLL1
SPI1	MIR103B1
SPI1	SLIT3-AS2
SPI1	MIR218-2
SPI1	SLIT3-AS1
SPI1	MIR585
SPI1	SLIT3
SPI1	MIR378E
SPI1	FOXI1
SPI1	LINC01187
SPI1	C5orf58
SPI1	LOC100128059
SPI1	LINC01366
SPI1	KCNIP1
SPI1	KCNIP1-OT1
SPI1	KCNIP1-AS1
SPI1	GABRP
SPI1	TLX3
SPI1	SNORA70J
SPI1	FGF18
SPI1	SMIM23
SPI1	EFCAB9
SPI1	LOC100288254
SPI1	LINC01944
SPI1	NEURL1B
SPI1	MIR5003
SPI1	LOC101928093
SPI1	MIR10523
SPI1	RPL26L1-AS1
SPI1	SNORA74B
SPI1	NKX2-5
SPI1	MIR12118
SPI1	STC2
SPI1	MIR8056
SPI1	LINC02995
SPI1	BOD1
SPI1	LINC01942
SPI1	LINC01484
SPI1	LINC01485
SPI1	C5orf47
SPI1	NSG2
SPI1	LINC01411
SPI1	MSX2
SPI1	MIR4634
SPI1	LINC01951
SPI1	DRD1
SPI1	CPLX2
SPI1	LOC100996385
SPI1	FAM153B
SPI1	CEP192P1
SPI1	MIR1271
SPI1	CDHR2
SPI1	GPRIN1
SPI1	MIR4281
SPI1	LINC01574
SPI1	UNC5A
SPI1	FGFR4
SPI1	RAB24
SPI1	RGS14
SPI1	SLC34A1
SPI1	PFN3
SPI1	F12
SPI1	PRR7
SPI1	DBN1
SPI1	SIMC1P1
SPI1	FAM153A
SPI1	LOC105377752
SPI1	LOC728554
SPI1	LOC100128340
SPI1	PROP1
SPI1	FAM153CP
SPI1	N4BP3
SPI1	GMCL2
SPI1	AACSP1
SPI1	ZFP2
SPI1	ZNF454
SPI1	ZNF879
SPI1	ZNF354C
SPI1	ADAMTS2
SPI1	C5orf60
SPI1	RUFY1-AS1
SPI1	LOC105377763
SPI1	CBY3
SPI1	MIR1229
SPI1	MRNIP-DT
SPI1	MIR340
SPI1	RASGEF1C
SPI1	GFPT2
SPI1	SCGB3A1
SPI1	FLT4
SPI1	LINC02222
SPI1	OR2Y1
SPI1	LINC00847
SPI1	BTNL8
SPI1	BTNL3
SPI1	MIR8089
SPI1	OR2V1
SPI1	OR2V2
SPI1	LINC01962
SPI1	TRIM7
SPI1	MIR4638
SPI1	SNORD95
SPI1	CTC-338M12.4
SPI1	TRIM52-AS1
SPI1	LINC03066
SPI1	IRF4
SPI1	HUS1B
SPI1	LOC101927691
SPI1	LINC01622
SPI1	FOXQ1
SPI1	FOXF2
SPI1	MIR6720
SPI1	FOXCUT
SPI1	FOXC1
SPI1	LINC02521
SPI1	LINC01600
SPI1	MYLK4
SPI1	MIR4645
SPI1	SERPINB9P1
SPI1	SERPINB9-AS1
SPI1	LINC01011
SPI1	HTATSF1P2
SPI1	LOC101927759
SPI1	LINC02525
SPI1	TUBB2B
SPI1	LOC100422781
SPI1	FAM50B
SPI1	TEX56P
SPI1	ECI2-DT
SPI1	LOC102724096
SPI1	LINC02533
SPI1	KU-MEL-3
SPI1	LYRM4-AS1
SPI1	RPP40
SPI1	PPP1R3G
SPI1	MIR3691
SPI1	FARS2-AS1
SPI1	LOC101927950
SPI1	NRN1
SPI1	MIR5683
SPI1	MIR7853
SPI1	CAGE1
SPI1	DSP
SPI1	BMP6
SPI1	PIP5K1P1
SPI1	BLOC1S5-TXNDC5
SPI1	SCARNA27
SPI1	EEF1E1-BLOC1S5
SPI1	LOC100506207
SPI1	HULC
SPI1	TFAP2A-AS2
SPI1	TFAP2A
SPI1	MIR5689HG
SPI1	MIR5689
SPI1	C6orf52
SPI1	GCM2
SPI1	SYCP2L
SPI1	LOC101928191
SPI1	ELOVL2-AS1
SPI1	ERVFRD-1
SPI1	ADTRP
SPI1	LOC101928253
SPI1	EDN1
SPI1	LINC02530
SPI1	LOC100130357
SPI1	TBC1D7-LOC100130357
SPI1	RNF182
SPI1	LINC01108
SPI1	JARID2-AS1
SPI1	MIR4639
SPI1	GMPR
SPI1	STMND1
SPI1	RBM24
SPI1	CAP2
SPI1	LOC101928491
SPI1	NUP153-AS1
SPI1	NHLRC1
SPI1	MIR548A1HG
SPI1	MIR548A1
SPI1	LOC101928519
SPI1	LOC105374960
SPI1	LNC-LBCS
SPI1	ID4
SPI1	LINC00581
SPI1	CASC15
SPI1	NBAT1
SPI1	PRL
SPI1	HDGFL1
SPI1	LINC03005
SPI1	NRSN1
SPI1	KAAG1
SPI1	DCDC2
SPI1	GPLD1
SPI1	ALDH5A1
SPI1	ARMH2
SPI1	RIPOR2
SPI1	CMAHP
SPI1	LOC101928663
SPI1	SCGN
SPI1	H2AC1
SPI1	SLC17A4
SPI1	SLC17A1
SPI1	SLC17A3
SPI1	SLC17A2
SPI1	H1-1
SPI1	H3C1
SPI1	H4C1
SPI1	H4C2
SPI1	H3C2
SPI1	H2AC4
SPI1	H2BC3
SPI1	H3C3
SPI1	H1-2
SPI1	HFE-AS1
SPI1	H4C3
SPI1	H1-6
SPI1	H2BC4
SPI1	H2AC6
SPI1	H1-4
SPI1	H2BC5
SPI1	H2BC6
SPI1	H4C4
SPI1	H3C4
SPI1	H2BC7
SPI1	H4C5
SPI1	H2BC8
SPI1	H2AC8
SPI1	H3C6
SPI1	H1-3
SPI1	H4C6
SPI1	H4C7
SPI1	H3C7
SPI1	H2BC9
SPI1	H3C8
SPI1	H2BC10
SPI1	H4C8
SPI1	BTN2A3P
SPI1	BTN3A3
SPI1	LOC285819
SPI1	BTN1A1
SPI1	HCG11
SPI1	LOC105374988
SPI1	ABT1
SPI1	GUSBP2
SPI1	LINC00240
SPI1	LARRPM
SPI1	H2BC11
SPI1	H4C9
SPI1	H2BC12
SPI1	MIR3143
SPI1	PRSS16
SPI1	POM121L2
SPI1	VN1R10P
SPI1	ZNF204P
SPI1	ZNF391
SPI1	ZNF184
SPI1	LINC01012
SPI1	LOC100131289
SPI1	H2BC13
SPI1	H2AC13
SPI1	H3C10
SPI1	H2AC14
SPI1	H4C11
SPI1	H4C12
SPI1	H2AC15
SPI1	H2BC15
SPI1	H2AC16
SPI1	H3C11
SPI1	H4C13
SPI1	H3C12
SPI1	H2AC17
SPI1	H2BC17
SPI1	OR2B2
SPI1	OR2B6
SPI1	OR1F12P
SPI1	ZNF165
SPI1	ZSCAN12P1
SPI1	ZSCAN16
SPI1	ZKSCAN8P1
SPI1	TOB2P1
SPI1	ZSCAN31
SPI1	ZKSCAN3
SPI1	ZSCAN12
SPI1	ZSCAN23
SPI1	SCAND3
SPI1	LINC00533
SPI1	LINC01623
SPI1	HCG14
SPI1	LINC01556
SPI1	HCG15
SPI1	ZNF311
SPI1	OR2W1-AS1
SPI1	OR2W1
SPI1	OR2B3
SPI1	OR2J2
SPI1	LINC03003
SPI1	OR14J1
SPI1	OR5V1
SPI1	OR12D2
SPI1	OR12D1
SPI1	OR10C1
SPI1	MAS1L
SPI1	LINC01015
SPI1	UBD
SPI1	OR2H2
SPI1	MOG
SPI1	ZFP57
SPI1	HLA-F-AS1
SPI1	IFITM4P
SPI1	HLA-V
SPI1	HCG4
SPI1	HLA-G
SPI1	HCP5B
SPI1	HLA-H
SPI1	HCG4B
SPI1	HCG9
SPI1	HLA-J
SPI1	POLR1HASP
SPI1	POLR1H
SPI1	RNF39
SPI1	TRIM31-AS1
SPI1	TRIM31
SPI1	TRIM40
SPI1	TRIM10
SPI1	TRIM15
SPI1	HLA-L
SPI1	TRIM39
SPI1	TRIM39-RPP21
SPI1	LINC02569
SPI1	MIR877
SPI1	ATAT1
SPI1	MDC1-AS1
SPI1	IER3-AS1
SPI1	HCG20
SPI1	LINC00243
SPI1	LINC02570
SPI1	DDR1
SPI1	MIR4640
SPI1	GTF2H4
SPI1	VARS2
SPI1	SFTA2
SPI1	MUCL3
SPI1	HCG21
SPI1	MUC21
SPI1	MUC22
SPI1	HCG22
SPI1	C6orf15
SPI1	PSORS1C1
SPI1	CDSN
SPI1	PSORS1C2
SPI1	CCHCR1
SPI1	TCF19
SPI1	PSORS1C3
SPI1	HCG27
SPI1	LINC02571
SPI1	MIR6891
SPI1	MICA-AS1
SPI1	LINC01149
SPI1	HCP5
SPI1	HCG26
SPI1	MICB-DT
SPI1	MCCD1
SPI1	SNORD84
SPI1	DDX39B-AS1
SPI1	NFKBIL1
SPI1	LTA
SPI1	LTB
SPI1	NCR3
SPI1	SNORA38
SPI1	MIR6832
SPI1	APOM
SPI1	LY6G5C
SPI1	MIR4646
SPI1	LY6G6E
SPI1	MPIG6B
SPI1	SAPCD1-AS1
SPI1	VWA7
SPI1	VARS1
SPI1	HSPA1L
SPI1	SNORD52
SPI1	ZBTB12
SPI1	C2-AS1
SPI1	CFB
SPI1	MIR1236
SPI1	SKIC2
SPI1	DXO
SPI1	CYP21A1P
SPI1	CYP21A2
SPI1	TNXB
SPI1	FKBPL
SPI1	PRRT1
SPI1	PPT2-EGFL8
SPI1	LOC100507547
SPI1	AGPAT1
SPI1	MIR6833
SPI1	AGER
SPI1	NOTCH4
SPI1	TSBP1-AS1
SPI1	TSBP1
SPI1	HCG23
SPI1	BTNL2
SPI1	HLA-DRB5
SPI1	HLA-DRB6
SPI1	HLA-DQB1-AS1
SPI1	HLA-DQA2
SPI1	MIR3135B
SPI1	HLA-DQB2
SPI1	HLA-DOB
SPI1	PSMB8-AS1
SPI1	LOC100294145
SPI1	HLA-DOA
SPI1	HLA-DPB2
SPI1	HCG24
SPI1	COL11A2
SPI1	HCG25
SPI1	PFDN6
SPI1	ZBTB22
SPI1	SMIM40
SPI1	KIFC1
SPI1	SYNGAP1
SPI1	MIR5004
SPI1	ZBTB9
SPI1	GGNBP1
SPI1	LINC00336
SPI1	ITPR3
SPI1	ITPR3-AS1
SPI1	MIR3934
SPI1	IP6K3
SPI1	MLN
SPI1	LINC01016
SPI1	MIR7159
SPI1	MIR1275
SPI1	GRM4
SPI1	MIR6835
SPI1	RPS10-NUDT3
SPI1	PACSIN1
SPI1	SPDEF
SPI1	ILRUN-AS1
SPI1	BLTP3A
SPI1	TCP11
SPI1	SCUBE3
SPI1	FANCE
SPI1	TEAD3
SPI1	TULP1
SPI1	MIR5690
SPI1	LOC285847
SPI1	ARMC12
SPI1	CLPSL2
SPI1	CLPSL1
SPI1	LHFPL5
SPI1	SLC26A8
SPI1	PNPLA1
SPI1	BNIP5
SPI1	ETV7
SPI1	MIR3925
SPI1	PANDAR
SPI1	DINOL
SPI1	RAB44
SPI1	CPNE5
SPI1	PPIL1
SPI1	PI16
SPI1	PIM1
SPI1	TMEM217
SPI1	MIR4462
SPI1	MDGA1
SPI1	BTBD9-AS1
SPI1	DNAH8
SPI1	DNAH8-AS1
SPI1	GLP1R
SPI1	MIR9983
SPI1	SAYSD1
SPI1	KCNK5
SPI1	KCNK17
SPI1	KCNK16
SPI1	KIF6
SPI1	DAAM2
SPI1	DAAM2-AS1
SPI1	MOCS1
SPI1	LINC00951
SPI1	TDRG1
SPI1	LRFN2
SPI1	LOC101929555
SPI1	UNC5CL
SPI1	APOBEC2
SPI1	ADCY10P1
SPI1	TREML2
SPI1	TREML3P
SPI1	TREML4
SPI1	TREML5P
SPI1	NCR2
SPI1	LINC01276
SPI1	FOXP4-AS1
SPI1	MIR4641
SPI1	MDFI
SPI1	MIR10398
SPI1	PGC
SPI1	FRS3
SPI1	MED20
SPI1	BYSL
SPI1	C6orf132
SPI1	GUCA1ANB-GUCA1A
SPI1	GUCA1A
SPI1	GUCA1B
SPI1	PRPH2
SPI1	ATP6V0CP3
SPI1	TBCC
SPI1	LOC401261
SPI1	C6orf226
SPI1	CNPY3-GNMT
SPI1	GNMT
SPI1	CUL7
SPI1	PTK7
SPI1	TTBK1
SPI1	SLC22A7
SPI1	CRIP3
SPI1	MIR6780B
SPI1	LRRC73
SPI1	MAD2L1BP
SPI1	RSPH9
SPI1	VEGFA
SPI1	LINC02537
SPI1	LINC01512
SPI1	LINC03040
SPI1	SCIRT
SPI1	CAPN11
SPI1	MYMX
SPI1	SLC29A1
SPI1	TMEM151B
SPI1	TCTE1
SPI1	SPATS1
SPI1	MIR4642
SPI1	LOC105375075
SPI1	MIR586
SPI1	CLIC5
SPI1	ENPP5
SPI1	LOC101926915
SPI1	RCAN2
SPI1	CYP39A1
SPI1	SLC25A27
SPI1	TDRD6-AS1
SPI1	ANKRD66
SPI1	MEP1A
SPI1	ADGRF5-AS1
SPI1	ADGRF5
SPI1	ADGRF1
SPI1	ADGRF2
SPI1	OPN5
SPI1	PTCHD4
SPI1	GLYATL3
SPI1	C6orf141
SPI1	RHAG
SPI1	CRISP3
SPI1	PGK2
SPI1	CRISP1
SPI1	DEFB133
SPI1	DEFB113
SPI1	DEFB112
SPI1	TFAP2D
SPI1	TFAP2B
SPI1	LOC101927082
SPI1	PKHD1
SPI1	MIR206
SPI1	LINCMD1
SPI1	IL17A
SPI1	IL17F
SPI1	PAQR8
SPI1	TRAM2-AS1
SPI1	LOC730101
SPI1	TMEM14A
SPI1	GSTA7P
SPI1	GSTA2
SPI1	GSTA5
SPI1	GSTA3
SPI1	GSTA4
SPI1	RN7SK
SPI1	CILK1
SPI1	GCM1
SPI1	MIR5685
SPI1	RPS16P5
SPI1	KILH
SPI1	LINC01564
SPI1	KLHL31
SPI1	LRRC1
SPI1	LOC101927189
